Subject,Movie,pupil_size,MEGA_score,memorysource,recognition_accuracy,what_accuracy,where_accuracy_liberal,when_accuracy
AM32,mov1,-0.056604754,0.168851862,event_memory,1,1,1,0
AM32,mov10,-0.017635215,0.129444013,event_memory,1,1,1,1
AM32,mov11,-0.057463607,0.142150215,scenery_memory,1,0,0,0
AM32,mov12,-0.069217066,-0.095838056,scenery_memory,1,0,0,0
AM32,mov13,0.013805671,0.213516541,event_memory,1,1,1,0
AM32,mov14,0.023711041,-0.041270631,scenery_memory,1,0,0,1
AM32,mov16,-0.058290343,0.074635672,event_memory,1,1,1,1
AM32,mov19,-0.084677918,-0.111753861,event_memory,1,1,1,1
AM32,mov20,-0.060279747,0.012521853,scenery_memory,1,1,0,0
AM32,mov22,-0.108850895,0.014999408,scenery_memory,1,1,0,1
AM32,mov24,-0.081280224,-0.049351109,scenery_memory,1,0,0,1
AM32,mov25,-0.021758194,0.350993665,event_memory,1,1,1,0
AM32,mov26,-0.073418345,0.052421245,scenery_memory,1,1,0,1
AM32,mov27,-0.208802337,0.320964329,event_memory,1,1,1,1
AM32,mov29,-0.261815794,0.16278978,scenery_memory,1,0,1,0
AM32,mov3,-0.124392792,0.269110036,event_memory,1,1,1,1
AM32,mov30,-0.064990383,0.176480307,event_memory,1,1,1,1
AM32,mov31,-0.064019081,0.242941906,event_memory,1,1,1,0
AM32,mov33,-0.027093774,0.16944766,scenery_memory,1,0,0,0
AM32,mov35,-0.098031098,-0.256528547,scenery_memory,1,1,0,1
AM32,mov36,-0.052200435,-0.059423342,event_memory,1,1,1,1
AM32,mov37,-0.034074146,0.155258763,event_memory,1,1,1,0
AM32,mov38,-0.08045939,0.272215789,no_memory,0,1,1,1
AM32,mov39,-0.118196158,0.285601666,scenery_memory,1,0,0,0
AM32,mov4,-0.08870781,0.164445072,scenery_memory,1,0,1,0
AM32,mov40,-0.190803221,0.172371847,scenery_memory,1,0,1,0
AM32,mov41,-0.180569947,0.263784456,event_memory,1,1,1,1
AM32,mov42,0.066166192,-0.003058901,no_memory,0,1,1,0
AM32,mov43,-0.012952857,-0.097262725,no_memory,0,1,0,0
AM32,mov44,-0.05875742,-0.036980827,scenery_memory,1,0,1,0
AM32,mov45,-0.104119825,-0.082878231,scenery_memory,1,0,0,1
AM32,mov46,-0.172218983,-0.046762636,scenery_memory,1,1,0,0
AM32,mov47,0.064333172,-0.007184469,event_memory,1,1,1,0
AM32,mov48,-0.081201132,-0.068159556,scenery_memory,1,0,0,1
AM32,mov5,0.063025081,0.253004769,scenery_memory,1,1,0,0
AM32,mov50,-0.150628786,0.192290578,event_memory,1,1,1,1
AM32,mov51,0.107361963,5.85490761642824e-05,event_memory,1,1,1,1
AM32,mov52,-0.113336208,0.351681527,event_memory,1,1,1,1
AM32,mov53,-0.024865305,0.297725533,event_memory,1,1,1,1
AM32,mov54,-0.071502567,0.091128592,scenery_memory,1,1,0,0
AM32,mov56,-0.188452689,0.046322426,event_memory,1,1,1,1
AM32,mov57,-0.093124088,0.109215017,event_memory,1,1,1,1
AM32,mov58,-0.154784492,-0.012416522,scenery_memory,1,1,0,1
AM32,mov59,-0.000552304,0.123596531,event_memory,1,1,1,1
AM32,mov6,-0.049557004,0.147522221,scenery_memory,1,0,0,0
AM32,mov60,-0.13475973,0.107184583,scenery_memory,1,1,0,0
AM32,mov8,0.016370722,0.137900225,scenery_memory,1,1,0,1
AM32,mov9,0.010884812,0.163242653,scenery_memory,1,0,0,0
AP21,mov1,-0.051264393,0.060499154,event_memory,1,1,1,1
AP21,mov10,0.003655245,0.02816049,no_memory,0,0,0,1
AP21,mov11,0.079612624,0.090155792,scenery_memory,1,0,1,1
AP21,mov12,0.048904297,0.008551071,scenery_memory,1,0,1,0
AP21,mov13,-0.083715179,0.030030155,event_memory,1,1,1,1
AP21,mov14,0.003749033,-0.136420413,no_memory,0,1,1,0
AP21,mov16,-0.039665702,0.022116422,event_memory,1,1,1,0
AP21,mov19,-0.120267806,0.021432585,scenery_memory,1,0,0,1
AP21,mov20,-0.026801782,0.062853398,event_memory,1,1,1,0
AP21,mov22,-0.079685735,0.020553914,scenery_memory,1,1,0,0
AP21,mov24,0.027457829,0.062449386,no_memory,0,0,0,1
AP21,mov25,-0.030829826,0.26172343,no_memory,0,1,1,1
AP21,mov26,-0.005848763,-0.053098521,no_memory,0,1,0,1
AP21,mov27,-0.038182383,0.425400296,event_memory,1,1,1,0
AP21,mov29,0.036170264,0.155970073,no_memory,0,1,0,0
AP21,mov3,-0.026482337,0.308837231,scenery_memory,1,0,1,1
AP21,mov30,-0.036015255,-0.025686209,event_memory,1,1,1,0
AP21,mov31,0.001882644,0.178964256,scenery_memory,1,0,1,1
AP21,mov33,-0.060208572,0.04208166,no_memory,0,0,0,0
AP21,mov35,-0.039030389,-0.011861091,no_memory,0,1,0,0
AP21,mov36,0.024071321,0.111879244,no_memory,0,0,0,1
AP21,mov37,-0.006819859,0.075011999,event_memory,1,1,1,1
AP21,mov38,-0.0244239,0.151409331,event_memory,1,1,1,0
AP21,mov39,-0.019984228,-0.000252016,scenery_memory,1,1,0,1
AP21,mov4,-0.036646315,0.231261499,scenery_memory,1,1,0,0
AP21,mov40,-0.06051266,0.279795828,event_memory,1,1,1,0
AP21,mov41,-0.039306657,0.240487545,event_memory,1,1,1,0
AP21,mov42,-0.004045627,0.00711088,no_memory,0,0,0,0
AP21,mov43,0.052505004,0.831434542,event_memory,1,1,1,1
AP21,mov44,-0.060622892,-0.119723276,scenery_memory,1,1,0,0
AP21,mov45,-0.034348814,0.070691293,no_memory,0,1,0,1
AP21,mov46,-0.015184057,-0.136420102,event_memory,1,1,1,0
AP21,mov47,-0.000437905,0.253073092,scenery_memory,1,0,0,0
AP21,mov48,-0.071671785,0.174292636,event_memory,1,1,1,1
AP21,mov5,-0.086394186,0.021535586,event_memory,1,1,1,1
AP21,mov50,-0.032837165,-0.061028432,event_memory,1,1,1,0
AP21,mov51,-0.076925291,0.126840936,no_memory,0,1,1,0
AP21,mov52,0.048284486,0.286559167,scenery_memory,1,0,0,1
AP21,mov53,-0.022156692,-0.093920991,scenery_memory,1,1,0,1
AP21,mov54,-0.079188282,0.043004443,scenery_memory,1,0,1,1
AP21,mov56,-0.049108134,0.136271212,event_memory,1,1,1,0
AP21,mov57,0.053026718,0.239060042,no_memory,0,0,1,0
AP21,mov58,-0.009828461,0.072249471,no_memory,0,1,0,0
AP21,mov59,-0.011479831,0.127261785,scenery_memory,1,0,1,1
AP21,mov6,-0.046293286,0.068844071,scenery_memory,1,1,0,1
AP21,mov60,-0.02796988,0.352016889,scenery_memory,1,0,0,1
AP21,mov8,-0.073366951,0.077528488,scenery_memory,1,1,0,1
AP21,mov9,-0.042787895,0.087453888,scenery_memory,1,0,1,1
AW35,mov1,-0.185464421,0.350398202,event_memory,1,1,1,0
AW35,mov10,-0.159541491,0.149797532,scenery_memory,1,0,0,1
AW35,mov11,-0.046264914,-0.221460086,event_memory,1,1,1,1
AW35,mov12,-0.080642775,0.183126611,event_memory,1,1,1,1
AW35,mov13,-0.210241075,0.253923205,scenery_memory,1,0,0,0
AW35,mov14,-0.102497466,0.08280678,event_memory,1,1,1,0
AW35,mov16,-0.045231698,-0.100075421,event_memory,1,1,1,1
AW35,mov19,-0.027974257,0.002173293,scenery_memory,1,0,0,1
AW35,mov20,-0.191111093,0.014131297,event_memory,1,1,1,1
AW35,mov22,-0.108779035,0.077088179,scenery_memory,1,1,0,1
AW35,mov24,-0.073293468,-0.050792002,no_memory,0,1,0,0
AW35,mov25,-0.06609347,0.244842539,event_memory,1,1,1,0
AW35,mov26,-0.168608349,0.136378205,scenery_memory,1,1,0,0
AW35,mov27,-0.149412514,0.071524753,event_memory,1,1,1,1
AW35,mov29,-0.127485109,0.120240129,event_memory,1,1,1,0
AW35,mov3,-0.146100305,0.22136882,event_memory,1,1,1,1
AW35,mov30,-0.142674756,0.031504164,event_memory,1,1,1,0
AW35,mov31,-0.062138827,0.123059957,event_memory,1,1,1,1
AW35,mov33,-0.129891674,0.191891417,scenery_memory,1,1,0,0
AW35,mov35,-0.103071434,0.017032599,no_memory,0,0,0,0
AW35,mov36,-0.054833108,0.13468823,event_memory,1,1,1,1
AW35,mov37,-0.091529897,0.192266007,scenery_memory,1,0,0,1
AW35,mov38,-0.124013236,0.105892671,scenery_memory,1,1,0,0
AW35,mov39,-0.148926419,0.049352334,scenery_memory,1,1,0,1
AW35,mov4,-0.19039559,0.25398645,scenery_memory,1,1,0,1
AW35,mov40,-0.193294159,0.245333036,scenery_memory,1,1,0,1
AW35,mov41,-0.171251348,0.232762024,event_memory,1,1,1,1
AW35,mov42,-0.094335553,-0.018937865,no_memory,0,1,1,1
AW35,mov43,-0.114815957,0.046593093,scenery_memory,1,1,0,1
AW35,mov44,-0.156684313,0.233562816,event_memory,1,1,1,0
AW35,mov45,-0.166789388,0.281194995,event_memory,1,1,1,1
AW35,mov46,0.012470824,0.135935291,event_memory,1,1,1,1
AW35,mov47,-0.171632437,0.132479334,event_memory,1,1,1,0
AW35,mov48,-0.231875433,0.208420652,event_memory,1,1,1,1
AW35,mov5,-0.160987918,0.497717752,scenery_memory,1,1,0,0
AW35,mov50,-0.149683485,-0.029716846,event_memory,1,1,1,1
AW35,mov51,0.025451605,0.192058879,event_memory,1,1,1,1
AW35,mov52,-0.143161469,0.088099031,event_memory,1,1,1,0
AW35,mov53,-0.179625281,0.181823579,scenery_memory,1,0,0,0
AW35,mov54,-0.108001768,0.019994607,event_memory,1,1,1,1
AW35,mov56,-0.13163727,-0.139498621,event_memory,1,1,1,0
AW35,mov57,-0.132974998,0.212824236,event_memory,1,1,1,1
AW35,mov58,-0.14841897,0.05737737,scenery_memory,1,0,0,1
AW35,mov59,-0.159195031,0.116003293,scenery_memory,1,0,1,1
AW35,mov6,-0.036627152,0.053648336,scenery_memory,1,1,0,0
AW35,mov60,0.047667328,-0.077757486,scenery_memory,1,0,0,1
AW35,mov8,-0.138873417,-0.139092357,scenery_memory,1,0,0,0
AW35,mov9,-0.050543916,0.122731625,scenery_memory,1,1,0,0
BP55,mov1,-0.14722817,0.039586391,scenery_memory,1,0,1,0
BP55,mov10,-0.046744262,0.211668012,event_memory,1,1,1,0
BP55,mov11,-0.044781579,0.143840902,event_memory,1,1,1,0
BP55,mov12,-0.149338937,0.187310327,scenery_memory,1,1,0,1
BP55,mov13,-0.067045675,0.176106259,event_memory,1,1,1,1
BP55,mov14,-0.128268589,-0.251411208,event_memory,1,1,1,1
BP55,mov16,-0.056685314,0.041078342,no_memory,0,1,0,1
BP55,mov19,-0.086428721,0.052061806,scenery_memory,1,0,0,1
BP55,mov20,-0.087032852,0.086366991,scenery_memory,1,0,1,0
BP55,mov22,-0.115942714,0.100518473,no_memory,0,0,0,0
BP55,mov24,-0.187585674,-0.230709341,event_memory,1,1,1,0
BP55,mov25,-0.161677616,0.325277147,event_memory,1,1,1,1
BP55,mov26,-0.044278111,0.003674426,no_memory,0,1,0,0
BP55,mov27,-0.052913653,0.29411969,no_memory,0,1,0,1
BP55,mov29,-0.125483976,0.124987102,scenery_memory,1,0,1,0
BP55,mov3,-0.182752625,-0.086820545,no_memory,0,1,1,0
BP55,mov30,0.056495399,0.084966523,no_memory,0,1,1,1
BP55,mov31,-0.262855227,-0.186907225,event_memory,1,1,1,0
BP55,mov33,-0.063115588,0.162805201,no_memory,0,1,1,0
BP55,mov35,-0.128864066,-0.129872668,no_memory,0,1,0,0
BP55,mov36,-0.09107721,0.383410586,event_memory,1,1,1,0
BP55,mov37,0.013650049,0.291143502,event_memory,1,1,1,1
BP55,mov38,-0.049186735,0.076689677,scenery_memory,1,0,1,1
BP55,mov39,-0.144778831,0.279014543,scenery_memory,1,0,0,0
BP55,mov4,-0.104959294,0.043754538,scenery_memory,1,1,0,0
BP55,mov40,-0.060271738,0.016598599,no_memory,0,0,1,0
BP55,mov41,-0.064997206,0.295508197,scenery_memory,1,1,0,1
BP55,mov42,-0.184339979,0.033093348,event_memory,1,1,1,0
BP55,mov43,-0.02080925,0.610520122,scenery_memory,1,1,0,1
BP55,mov44,0.022346096,-0.140322129,no_memory,0,0,0,1
BP55,mov45,-0.096206579,0.101966076,scenery_memory,1,0,1,1
BP55,mov46,-0.169761793,0.073607228,scenery_memory,1,1,0,1
BP55,mov47,-0.032623731,0.161051171,event_memory,1,1,1,0
BP55,mov48,-0.119245868,-0.038654979,no_memory,0,0,0,1
BP55,mov5,-0.075360042,0.064351952,scenery_memory,1,1,0,0
BP55,mov50,-0.042911358,0.159129764,scenery_memory,1,1,0,0
BP55,mov51,-0.064524722,0.298176395,event_memory,1,1,1,1
BP55,mov52,-0.189149617,0.344669202,event_memory,1,1,1,1
BP55,mov53,-0.116446894,0.251413492,no_memory,0,0,0,1
BP55,mov54,-0.058430807,-0.065318343,scenery_memory,1,0,1,0
BP55,mov56,-0.066890824,0.181864389,event_memory,1,1,1,0
BP55,mov57,-0.136019115,0.174205829,event_memory,1,1,1,1
BP55,mov58,0.006215683,0.126627196,scenery_memory,1,1,0,0
BP55,mov59,-0.034038706,0.153050167,event_memory,1,1,1,0
BP55,mov6,-0.210337857,0.143032768,scenery_memory,1,0,0,1
BP55,mov60,-0.080731644,-0.19294692,scenery_memory,1,0,0,1
BP55,mov8,-0.099845614,0.141646326,scenery_memory,1,1,0,0
BP55,mov9,-0.139313663,0.049015723,scenery_memory,1,0,1,1
CD91,mov1,-0.03788435,0.035287809,no_memory,0,1,1,1
CD91,mov10,-0.102110741,-0.020530258,event_memory,1,1,1,0
CD91,mov11,0.131531793,0.09289299,event_memory,1,1,1,1
CD91,mov12,0.077202845,0.070690249,scenery_memory,1,0,0,1
CD91,mov13,0.029588455,0.071213961,no_memory,0,1,0,1
CD91,mov14,-0.068970934,0.101539109,scenery_memory,1,0,1,0
CD91,mov16,-0.041797069,-0.070762795,no_memory,0,1,1,1
CD91,mov19,-0.003995228,-0.023240224,scenery_memory,1,0,0,1
CD91,mov20,-0.137704347,0.188758819,scenery_memory,1,1,0,1
CD91,mov22,-0.045979272,0.205301923,scenery_memory,1,1,0,1
CD91,mov24,-0.027579772,-0.012412409,no_memory,0,0,0,1
CD91,mov25,-0.05494337,0.52232507,event_memory,1,1,1,1
CD91,mov26,-0.014261455,-0.114107266,no_memory,0,1,0,0
CD91,mov27,-0.081276102,0.54635255,event_memory,1,1,1,0
CD91,mov29,-0.103422177,-0.143243821,scenery_memory,1,0,1,1
CD91,mov3,-0.03577911,0.280373956,event_memory,1,1,1,0
CD91,mov30,0.043625343,0.132816568,no_memory,0,1,1,0
CD91,mov31,-0.048430058,0.023367685,event_memory,1,1,1,1
CD91,mov33,-0.070273861,-0.038440077,no_memory,0,0,0,1
CD91,mov35,-0.088886839,0.098733404,scenery_memory,1,1,0,0
CD91,mov36,-0.069731017,0.043374871,scenery_memory,1,0,0,0
CD91,mov37,0.086008172,0.123687608,scenery_memory,1,0,1,1
CD91,mov38,0.000755065,0.135959026,scenery_memory,1,0,0,0
CD91,mov39,-0.100285607,0.121827948,scenery_memory,1,1,0,1
CD91,mov4,-0.147734891,0.040619019,no_memory,0,0,0,1
CD91,mov40,0.00427427,0.06419487,event_memory,1,1,1,0
CD91,mov41,-0.012605219,0.075800993,no_memory,0,1,0,1
CD91,mov42,-0.124784779,0.077146702,event_memory,1,1,1,0
CD91,mov43,-0.060086346,0.691047898,event_memory,1,1,1,0
CD91,mov44,-0.044323877,0.007730311,event_memory,1,1,1,0
CD91,mov45,-0.003740886,0.383940229,event_memory,1,1,1,1
CD91,mov46,-0.127499659,-0.117433235,no_memory,0,0,0,0
CD91,mov47,-0.098489506,-0.117718499,event_memory,1,1,1,0
CD91,mov48,-0.022509367,-0.026770988,event_memory,1,1,1,1
CD91,mov5,-0.093484079,0.349834478,scenery_memory,1,0,1,0
CD91,mov50,-0.036041129,0.018638402,scenery_memory,1,1,0,1
CD91,mov51,-0.089294336,-0.256204083,no_memory,0,1,1,1
CD91,mov52,-0.138291692,0.138559447,no_memory,0,0,0,1
CD91,mov53,0.021383639,0.077640271,scenery_memory,1,0,0,1
CD91,mov54,-0.055990114,0.094068953,scenery_memory,1,0,1,1
CD91,mov56,-0.000161766,0.005143112,no_memory,0,1,1,0
CD91,mov57,-0.110144991,0.234699252,scenery_memory,1,0,1,0
CD91,mov58,0.090221315,-0.078004922,scenery_memory,1,1,0,1
CD91,mov59,-0.043952823,0.063718326,no_memory,0,0,1,1
CD91,mov6,0.029608832,-0.034395498,scenery_memory,1,0,0,1
CD91,mov60,-0.031005769,-0.182729628,scenery_memory,1,0,0,1
CD91,mov8,-0.124834515,-0.000248469,scenery_memory,1,1,0,0
CD91,mov9,-0.105716686,0.176276735,scenery_memory,1,0,0,0
CG62,mov1,-0.141507145,0.321229367,event_memory,1,1,1,1
CG62,mov10,-0.054126738,0.135290368,no_memory,0,0,0,1
CG62,mov11,-0.0441534,-0.146346645,scenery_memory,1,0,0,0
CG62,mov12,-0.108861154,0.110824862,event_memory,1,1,1,1
CG62,mov13,-0.081443906,0.361742598,no_memory,0,1,1,0
CG62,mov14,-0.155165141,0.070907665,scenery_memory,1,0,0,1
CG62,mov16,0.007672539,0.104190231,scenery_memory,1,0,0,1
CG62,mov19,-0.180437392,-0.061010982,scenery_memory,1,0,0,1
CG62,mov20,-0.013791176,-0.11542849,scenery_memory,1,0,0,1
CG62,mov22,-0.269199655,0.115816137,no_memory,0,0,0,0
CG62,mov24,-0.051088061,0.067244453,no_memory,0,1,0,0
CG62,mov25,-0.029131537,-0.215055004,no_memory,0,1,0,1
CG62,mov26,-0.146113388,0.193626701,no_memory,0,0,0,1
CG62,mov27,-0.138686865,0.314863789,event_memory,1,1,1,1
CG62,mov29,-0.12014392,0.093994707,event_memory,1,1,1,1
CG62,mov3,-0.027101526,-0.173614796,event_memory,1,1,1,1
CG62,mov30,-0.086071558,-0.011971376,scenery_memory,1,0,0,1
CG62,mov31,-0.023410593,-0.024191265,event_memory,1,1,1,1
CG62,mov33,-0.080715207,-0.142689467,scenery_memory,1,1,0,1
CG62,mov35,-0.101595812,-0.222271343,no_memory,0,1,0,1
CG62,mov36,-0.019334257,0.289638939,event_memory,1,1,1,1
CG62,mov37,0.046306213,0.198833507,no_memory,0,1,1,1
CG62,mov38,-0.01465504,0.157356812,no_memory,0,1,1,1
CG62,mov39,-0.077020497,0.20266466,scenery_memory,1,0,0,0
CG62,mov4,-0.018600634,-0.083591598,scenery_memory,1,0,0,0
CG62,mov40,-0.035494108,0.064519565,no_memory,0,1,0,0
CG62,mov41,-0.003833793,-0.114893343,no_memory,0,0,0,1
CG62,mov42,0.168168367,0.532034515,event_memory,1,1,1,1
CG62,mov43,-0.110129802,0.09416776,no_memory,0,0,0,0
CG62,mov44,-0.073189997,0.096767051,scenery_memory,1,1,0,1
CG62,mov45,0.039984592,0.151043426,event_memory,1,1,1,1
CG62,mov46,0.01345834,0.056689602,no_memory,0,1,1,1
CG62,mov47,-0.045228043,-0.063173961,no_memory,0,1,0,0
CG62,mov48,-0.077506666,0.125502113,scenery_memory,1,1,0,0
CG62,mov5,-0.182566122,-0.079477674,no_memory,0,1,1,0
CG62,mov50,-0.100501676,0.097896042,no_memory,0,1,1,1
CG62,mov51,-0.021922323,0.108243016,no_memory,0,1,1,1
CG62,mov52,-0.117928444,0.575124234,event_memory,1,1,1,0
CG62,mov53,-0.096820286,0.078036374,event_memory,1,1,1,0
CG62,mov54,-0.122944407,0.153484516,event_memory,1,1,1,1
CG62,mov56,0.027018799,-0.1154255,no_memory,0,1,1,1
CG62,mov57,0.02827279,0.217970643,no_memory,0,1,1,0
CG62,mov58,-0.372051564,0.122977306,scenery_memory,1,1,0,1
CG62,mov59,-0.028523649,0.117678858,no_memory,0,1,1,1
CG62,mov6,-0.024006173,-0.028572213,scenery_memory,1,1,0,0
CG62,mov60,0.023906128,0.206531699,no_memory,0,0,0,0
CG62,mov8,-0.065565876,-0.075165088,scenery_memory,1,0,0,0
CG62,mov9,-0.340507562,-0.142986785,scenery_memory,1,0,0,0
ET81,mov1,-0.032821179,0.180262556,event_memory,1,1,1,1
ET81,mov10,-0.021621965,-0.12689979,no_memory,0,0,0,0
ET81,mov11,-0.085207529,0.181349608,event_memory,1,1,1,1
ET81,mov12,0.004029614,0.06990965,no_memory,0,0,0,1
ET81,mov13,-0.128737329,-0.060792101,scenery_memory,1,1,0,1
ET81,mov14,-0.002977205,0.051915131,scenery_memory,1,0,0,0
ET81,mov16,-0.1562684,0.003649716,no_memory,0,0,1,1
ET81,mov19,-0.064523913,0.103419947,scenery_memory,1,1,0,0
ET81,mov20,-0.06670696,-0.162898198,scenery_memory,1,1,0,1
ET81,mov22,-0.099987419,0.137229384,no_memory,0,0,1,1
ET81,mov24,0.003213463,0.010341552,scenery_memory,1,1,0,0
ET81,mov25,-0.120112626,0.282526994,event_memory,1,1,1,0
ET81,mov26,-0.167621293,-0.146785287,scenery_memory,1,1,0,0
ET81,mov27,-0.135043311,0.010754845,scenery_memory,1,1,0,1
ET81,mov29,-0.150675602,0.235662176,event_memory,1,1,1,1
ET81,mov3,0.036344392,0.415514223,no_memory,0,0,0,0
ET81,mov30,-0.146832628,0.297028213,event_memory,1,1,1,1
ET81,mov31,-0.039116714,0.057777026,event_memory,1,1,1,0
ET81,mov33,0.125471523,-0.190739763,no_memory,0,0,0,0
ET81,mov35,0.073142722,0.02557753,no_memory,0,1,0,0
ET81,mov36,0.014565118,0.281493853,event_memory,1,1,1,0
ET81,mov37,0.134850124,-0.045107087,scenery_memory,1,1,0,0
ET81,mov38,-0.083330769,0.256556469,scenery_memory,1,1,0,1
ET81,mov39,-0.212598608,-0.050075471,scenery_memory,1,0,0,0
ET81,mov4,0.015043028,0.089823319,scenery_memory,1,0,0,0
ET81,mov40,-0.013750274,-0.21301234,event_memory,1,1,1,0
ET81,mov41,-0.031988866,0.06437865,scenery_memory,1,1,0,1
ET81,mov42,-0.052634554,-0.122572934,no_memory,0,1,1,1
ET81,mov43,-0.000872808,0.631787311,scenery_memory,1,1,0,1
ET81,mov44,0.080312285,-0.210768441,event_memory,1,1,1,1
ET81,mov45,-0.138528679,-0.545838424,no_memory,0,0,0,0
ET81,mov46,-0.023844257,-0.161107673,event_memory,1,1,1,1
ET81,mov47,-0.027824049,-0.013827465,event_memory,1,1,1,1
ET81,mov48,-0.000496966,-0.037504487,event_memory,1,1,1,0
ET81,mov5,-0.055890894,0.555911779,event_memory,1,1,1,1
ET81,mov50,0.083530776,0.028619489,no_memory,0,0,0,0
ET81,mov51,-0.041575495,0.210197139,scenery_memory,1,1,0,0
ET81,mov52,-0.271261397,-0.234048021,scenery_memory,1,0,0,1
ET81,mov53,-0.138715424,-0.266794925,scenery_memory,1,0,0,0
ET81,mov54,-0.05907061,-0.022803,event_memory,1,1,1,1
ET81,mov56,-0.024402772,0.138845949,no_memory,0,1,1,1
ET81,mov57,0.072061539,0.049031871,scenery_memory,1,0,0,1
ET81,mov58,-0.008793311,0.154347082,scenery_memory,1,1,0,1
ET81,mov59,0.122624907,0.256960168,no_memory,0,0,0,0
ET81,mov6,-0.130347608,0.15829214,scenery_memory,1,0,0,0
ET81,mov60,-0.001637792,-0.051932569,no_memory,0,0,0,1
ET81,mov8,-0.103282866,0.13744348,event_memory,1,1,1,1
ET81,mov9,-0.094655945,-0.109390922,scenery_memory,1,1,0,0
GH44,mov1,-0.067553932,0.029901244,scenery_memory,1,0,0,1
GH44,mov10,-0.029601928,0.023536548,scenery_memory,1,1,0,1
GH44,mov11,-0.040606847,-0.050463149,event_memory,1,1,1,1
GH44,mov12,0.000115031,0.148442109,scenery_memory,1,0,0,0
GH44,mov13,-0.051220908,0.073507923,scenery_memory,1,1,0,1
GH44,mov14,0.023031491,0.002327632,scenery_memory,1,0,1,0
GH44,mov16,0.054989785,0.066250597,scenery_memory,1,0,0,0
GH44,mov19,-0.034454221,0.033329352,scenery_memory,1,0,0,0
GH44,mov20,-0.017469249,0.015066462,scenery_memory,1,0,0,0
GH44,mov22,0.018809299,0.051915097,no_memory,0,1,0,1
GH44,mov24,-0.026042331,0.108555893,no_memory,0,0,0,1
GH44,mov25,0.001844333,0.235412321,scenery_memory,1,0,0,0
GH44,mov26,0.131317714,-0.056075867,no_memory,0,1,0,0
GH44,mov27,-0.028472833,0.283728717,event_memory,1,1,1,1
GH44,mov29,0.010454775,0.133659637,event_memory,1,1,1,0
GH44,mov3,-0.034265064,-0.080508206,no_memory,0,1,0,1
GH44,mov30,0.009476567,0.059538108,event_memory,1,1,1,0
GH44,mov31,0.013239871,0.109462525,no_memory,0,0,1,0
GH44,mov33,0.012991618,-0.064795038,no_memory,0,1,0,1
GH44,mov35,-0.030192865,-0.190677424,no_memory,0,1,0,1
GH44,mov36,-0.005022238,-0.262219465,no_memory,0,1,1,1
GH44,mov37,0.045074773,0.092517524,scenery_memory,1,0,0,1
GH44,mov38,-0.034269163,0.128516757,event_memory,1,1,1,1
GH44,mov39,-0.065333356,0.093942113,scenery_memory,1,0,0,0
GH44,mov4,-0.039342248,0.031584759,no_memory,0,1,1,1
GH44,mov40,0.039643062,0.114373608,no_memory,0,1,1,1
GH44,mov41,-0.022414591,0.142504283,no_memory,0,0,1,1
GH44,mov42,-0.054489372,-0.068075762,no_memory,0,0,0,0
GH44,mov43,0.03567089,-0.053887938,no_memory,0,0,0,1
GH44,mov44,0.003973261,-0.053659984,scenery_memory,1,1,0,1
GH44,mov45,-0.090813449,0.013048176,scenery_memory,1,1,0,0
GH44,mov46,-0.051574948,0.064411006,no_memory,0,0,0,0
GH44,mov47,0.002223922,0.205941084,scenery_memory,1,0,0,0
GH44,mov48,-0.052683133,-0.232713893,event_memory,1,1,1,0
GH44,mov5,0.006445726,0.253699386,event_memory,1,1,1,0
GH44,mov50,-0.002741087,0.011995844,event_memory,1,1,1,0
GH44,mov51,-0.102293283,-0.009086136,no_memory,0,1,1,1
GH44,mov52,-0.070114577,0.253598415,event_memory,1,1,1,1
GH44,mov53,-0.02786681,0.057901604,no_memory,0,0,0,0
GH44,mov54,-0.041286524,-0.019940517,scenery_memory,1,0,0,1
GH44,mov56,-0.053673098,0.06924476,no_memory,0,1,1,1
GH44,mov57,-0.020292806,0.196387342,no_memory,0,0,0,1
GH44,mov58,0.004096221,0.366465415,event_memory,1,1,1,1
GH44,mov59,-0.026020307,0.197076668,scenery_memory,1,0,0,0
GH44,mov6,0.046284984,0.128672983,scenery_memory,1,0,0,1
GH44,mov60,0.081088273,-0.06246754,no_memory,0,0,0,1
GH44,mov8,-0.098740758,0.241603774,scenery_memory,1,1,0,1
GH44,mov9,-0.06151279,0.052166141,no_memory,0,1,1,0
KE46,mov1,0.144460709,-0.003707197,no_memory,0,0,0,0
KE46,mov10,-0.016597036,-0.093998122,scenery_memory,1,0,0,1
KE46,mov11,0.042764189,-0.056509366,no_memory,0,0,1,0
KE46,mov12,-0.020416856,0.131332066,scenery_memory,1,1,0,1
KE46,mov13,0.05976193,-0.152707174,no_memory,0,1,1,0
KE46,mov14,0.088767976,-0.22106679,scenery_memory,1,0,0,0
KE46,mov16,-0.116654224,-0.119320937,scenery_memory,1,0,0,1
KE46,mov19,0.043576379,0.012879313,no_memory,0,0,0,0
KE46,mov20,0.051609763,0.208670412,scenery_memory,1,0,1,1
KE46,mov22,0.011936067,0.175645236,scenery_memory,1,0,1,0
KE46,mov24,0.062918899,0.263816607,scenery_memory,1,0,0,0
KE46,mov25,0.014558345,0.397402542,event_memory,1,1,1,1
KE46,mov26,-0.060603092,-0.101932176,scenery_memory,1,1,0,1
KE46,mov27,-0.025971309,0.103666228,event_memory,1,1,1,1
KE46,mov29,0.089454746,0.152263456,event_memory,1,1,1,1
