Subject,Movie,pupil_size,MEGA_score,memorysource,recognition_accuracy,what_accuracy,where_accuracy_liberal,when_accuracy
YG31,mov13,-0.110868042,0.030929609,scenery_memory,1,1,0,0
YG31,mov14,-0.086992111,0.374236121,scenery_memory,1,0,1,0
YG31,mov16,-0.063037814,-0.014588335,event_memory,1,1,1,1
YG31,mov19,-0.059244036,0.00910092,scenery_memory,1,1,0,0
YG31,mov20,-0.049741361,-0.073442012,scenery_memory,1,0,0,1
YG31,mov22,-0.019470511,0.038628066,scenery_memory,1,0,0,1
YG31,mov24,-0.106866329,-0.073685722,event_memory,1,1,1,0
YG31,mov25,-0.151299415,-0.151008642,no_memory,0,0,0,1
YG31,mov26,-0.145245697,-0.05402941,scenery_memory,1,0,0,0
YG31,mov27,-0.205790512,0.194223222,no_memory,0,1,1,0
YG31,mov29,-0.165621355,-0.095907755,no_memory,0,0,0,0
YG31,mov3,-0.15957689,-0.226270735,scenery_memory,1,1,0,1
YG31,mov30,-0.165582358,-0.099427003,scenery_memory,1,0,0,1
YG31,mov31,-0.185380097,0.002492341,no_memory,0,0,1,1
YG31,mov33,-0.092825309,0.187387537,scenery_memory,1,0,0,0
YG31,mov35,-0.129850435,-0.23912171,scenery_memory,1,1,0,0
YG31,mov36,-0.142997185,0.115516644,no_memory,0,1,0,1
YG31,mov37,-0.110697693,-0.041736127,scenery_memory,1,1,0,0
YG31,mov38,-0.172127246,0.132072253,scenery_memory,1,1,0,1
YG31,mov39,-0.10731318,0.161629675,scenery_memory,1,1,0,0
YG31,mov4,-0.113395729,0.034954538,scenery_memory,1,0,0,0
YG31,mov40,-0.223234821,0.032264757,scenery_memory,1,1,0,0
YG31,mov41,-0.004896562,-0.090356728,no_memory,0,1,1,0
YG31,mov42,-0.219573698,0.252392543,event_memory,1,1,1,1
YG31,mov43,-0.098599094,-0.196722209,scenery_memory,1,0,1,1
YG31,mov44,-0.119164036,0.125791658,scenery_memory,1,1,0,1
YG31,mov45,-0.051583886,0.191137597,scenery_memory,1,0,0,1
YG31,mov46,-0.055379934,-0.014933233,scenery_memory,1,1,0,1
YG31,mov47,-0.029848896,0.018707636,no_memory,0,1,1,1
YG31,mov48,-0.246445036,0.048710584,no_memory,0,1,0,1
YG31,mov5,-0.045639658,0.026846856,scenery_memory,1,1,0,0
YG31,mov50,-0.122876059,-0.052608325,event_memory,1,1,1,0
YG31,mov51,-0.13602559,0.032022139,scenery_memory,1,0,0,1
YG31,mov52,-0.011726289,0.152511934,scenery_memory,1,0,0,1
YG31,mov53,-0.13204696,0.037839349,scenery_memory,1,1,0,0
YG31,mov54,-0.133581174,0.040381629,scenery_memory,1,1,0,0
YG31,mov56,-0.106399622,0.212374198,scenery_memory,1,1,0,1
YG31,mov57,-0.120085694,-0.029091303,scenery_memory,1,0,0,0
YG31,mov58,-0.073714397,-0.370183389,scenery_memory,1,1,0,1
YG31,mov59,-0.085551388,-0.013735937,scenery_memory,1,1,0,1
YG31,mov6,-0.045597981,0.186029331,scenery_memory,1,0,1,1
YG31,mov60,-0.171202285,-0.215180278,scenery_memory,1,0,0,1
YG31,mov8,-0.152740718,-0.162443562,scenery_memory,1,1,0,0
YG31,mov9,-0.174510814,0.125286284,scenery_memory,1,0,0,0
YT92,mov1,-0.111334873,0.108234056,scenery_memory,1,0,1,1
YT92,mov10,-0.07695138,0.568272257,event_memory,1,1,1,1
YT92,mov11,-0.096195696,0.111521021,event_memory,1,1,1,0
YT92,mov12,-0.053360004,0.02097146,event_memory,1,1,1,1
YT92,mov13,-0.071505191,0.092287759,no_memory,0,1,1,0
YT92,mov14,-0.045818031,0.04372656,scenery_memory,1,0,0,0
YT92,mov16,-0.147993386,0.183721415,event_memory,1,1,1,1
YT92,mov19,-0.081979489,-0.004691831,scenery_memory,1,0,1,0
YT92,mov20,-0.0763969,0.113797374,scenery_memory,1,1,0,0
YT92,mov22,-0.078379676,0.140488135,scenery_memory,1,1,0,1
YT92,mov24,-0.124582621,0.018891381,event_memory,1,1,1,0
YT92,mov25,-0.15662016,0.4913547,event_memory,1,1,1,1
YT92,mov26,-0.037184966,-0.031773465,no_memory,0,1,0,1
YT92,mov27,-0.217038705,0.160238582,event_memory,1,1,1,1
YT92,mov29,-0.108034878,0.059056486,event_memory,1,1,1,1
YT92,mov3,-0.132085827,-0.078677936,scenery_memory,1,0,1,1
YT92,mov30,-0.052097619,0.002427559,no_memory,0,1,1,0
YT92,mov31,-0.233943704,-0.066989189,event_memory,1,1,1,1
YT92,mov33,-0.164095671,0.240838164,no_memory,0,1,1,0
YT92,mov35,-0.047118214,-0.050004621,scenery_memory,1,0,0,1
YT92,mov36,-0.066709906,-0.073685701,event_memory,1,1,1,0
YT92,mov37,-0.155376526,0.110982757,event_memory,1,1,1,1
YT92,mov38,-0.096694468,-0.069198269,scenery_memory,1,0,0,1
YT92,mov39,-0.135515539,0.369451467,scenery_memory,1,1,0,1
YT92,mov4,-0.168720683,0.422472488,scenery_memory,1,1,0,1
YT92,mov40,-0.033582035,0.088124638,event_memory,1,1,1,1
YT92,mov41,-0.06879496,-0.132202346,no_memory,0,0,1,0
YT92,mov42,-0.148828598,0.147887706,event_memory,1,1,1,0
YT92,mov43,-0.056338466,0.477732773,scenery_memory,1,1,0,1
YT92,mov44,-0.051786223,0.11449064,event_memory,1,1,1,1
YT92,mov46,-0.095045594,-0.155881173,event_memory,1,1,1,1
YT92,mov47,-0.11179907,0.000205252,event_memory,1,1,1,1
YT92,mov48,-0.066827151,-0.004387169,event_memory,1,1,1,0
YT92,mov5,-0.134148698,0.27136527,scenery_memory,1,0,0,0
YT92,mov50,-0.133455208,0.202163275,no_memory,0,1,0,1
YT92,mov51,-0.132342111,0.128343626,scenery_memory,1,1,0,1
YT92,mov52,-0.110223357,0.763128291,event_memory,1,1,1,1
YT92,mov53,-0.116647738,0.035957542,no_memory,0,1,1,1
YT92,mov54,-0.125160697,0.17322846,event_memory,1,1,1,1
YT92,mov56,-0.106496455,0.177171715,no_memory,0,0,1,0
YT92,mov57,-0.053102876,0.449433558,event_memory,1,1,1,1
YT92,mov58,-0.053393015,0.001920932,no_memory,0,0,0,0
YT92,mov59,-0.021030346,0.031253251,scenery_memory,1,0,1,0
YT92,mov6,-0.116448955,0.016865212,scenery_memory,1,1,0,0
YT92,mov60,-0.012913661,-0.00213561,scenery_memory,1,1,0,0
YT92,mov8,-0.093094867,0.275577357,scenery_memory,1,1,0,1
YT92,mov9,-0.111439535,0.430785258,scenery_memory,1,0,1,1
ZF67,mov1,0.017728172,0.016398753,no_memory,0,0,0,0
ZF67,mov10,0.007914485,0.143964805,scenery_memory,1,0,0,0
ZF67,mov11,-0.012790707,-0.122621936,event_memory,1,1,1,1
ZF67,mov12,0.040539265,0.221834104,scenery_memory,1,0,1,0
ZF67,mov13,-0.009100713,0.205003957,scenery_memory,1,1,0,1
ZF67,mov14,-0.01270713,0.146242266,scenery_memory,1,1,0,0
ZF67,mov16,0.027628739,0.119126613,no_memory,0,1,1,1
ZF67,mov19,-0.090247132,-0.054971579,scenery_memory,1,0,0,0
ZF67,mov20,0.040589372,-0.202854959,scenery_memory,1,0,0,0
ZF67,mov22,0.092898315,0.01406562,scenery_memory,1,0,0,1
ZF67,mov24,-0.198908808,-0.065794022,scenery_memory,1,0,0,0
ZF67,mov25,0.03947209,-0.141907611,no_memory,0,0,0,1
ZF67,mov26,0.108914975,-0.033834393,no_memory,0,1,0,1
ZF67,mov27,-0.026986096,0.144613845,scenery_memory,1,0,1,1
ZF67,mov29,-0.085959478,0.00942002,scenery_memory,1,1,0,1
ZF67,mov3,-0.002717917,-0.142236427,scenery_memory,1,0,0,0
ZF67,mov30,0.085145106,0.067865679,no_memory,0,1,1,0
ZF67,mov31,-0.032874636,0.100301045,scenery_memory,1,0,0,1
ZF67,mov33,0.060493069,-0.222226789,event_memory,1,1,1,1
ZF67,mov35,0.133367511,-0.094593446,no_memory,0,1,0,0
ZF67,mov36,0.066748703,-0.157313084,scenery_memory,1,1,0,0
ZF67,mov37,-0.097559107,0.080875427,scenery_memory,1,1,0,0
ZF67,mov38,0.049617132,0.105575161,event_memory,1,1,1,1
ZF67,mov39,0.031227291,0.13543315,scenery_memory,1,1,0,1
ZF67,mov4,-0.059489401,0.159190399,no_memory,0,0,0,0
ZF67,mov40,0.105273043,0.202072236,scenery_memory,1,0,1,0
ZF67,mov41,0.019398182,0.035965223,scenery_memory,1,0,0,0
ZF67,mov42,-0.062758247,-0.107106592,event_memory,1,1,1,0
ZF67,mov43,-0.109642571,0.138873272,no_memory,0,0,0,1
ZF67,mov44,-0.033501282,-0.136214107,scenery_memory,1,0,0,0
ZF67,mov45,-0.145678977,-0.088306657,scenery_memory,1,0,0,1
ZF67,mov46,0.083929791,-0.24104957,scenery_memory,1,1,0,0
ZF67,mov47,-0.029005437,0.066080741,event_memory,1,1,1,1
ZF67,mov48,-0.073384472,0.110811871,scenery_memory,1,0,0,0
ZF67,mov5,-0.014098262,-0.039190348,scenery_memory,1,1,0,1
ZF67,mov50,0.124274207,0.155128503,scenery_memory,1,1,0,1
ZF67,mov51,0.139991035,-0.183770091,no_memory,0,0,0,0
ZF67,mov52,0.121060172,0.38869078,scenery_memory,1,0,0,0
ZF67,mov53,-0.045196508,0.062428505,scenery_memory,1,0,0,1
ZF67,mov54,0.160826062,-0.039282305,scenery_memory,1,0,0,1
ZF67,mov56,0.11582567,-0.01779452,no_memory,0,1,1,1
ZF67,mov57,0.022802227,0.029031201,event_memory,1,1,1,0
ZF67,mov58,0.005838851,-0.004053525,scenery_memory,1,0,0,0
ZF67,mov59,0.03386707,-0.310467592,scenery_memory,1,0,1,0
ZF67,mov6,0.158758961,0.036827936,scenery_memory,1,0,0,0
ZF67,mov60,0.100828977,-0.033642707,scenery_memory,1,1,0,0
ZF67,mov8,0.008172907,-0.189840264,scenery_memory,1,1,0,1
ZF67,mov9,-0.1364043,0.197811225,scenery_memory,1,0,0,0
